,Регион,Год,Ожидаемый возраст населения при рождении,Unnamed: 0,index,ranks
469,Астана,2045,84.6645952173913,943.9,903.4,470
460,Атырауская,2045,83.89279999999997,551.0,897.0,461
461,Атырауская,2045,83.93644217391301,551.1,898.9,462
462,Атырауская,2045,83.98008434782605,551.2,900.8,463
463,Атырауская,2045,84.02372652173909,551.3,902.7,464
464,Атырауская,2045,84.06736869565214,551.4,904.6,465
465,Атырауская,2045,84.11101086956518,551.5,906.5,466
466,Атырауская,2045,84.15465304347822,551.6,908.4,467
467,Атырауская,2045,84.19829521739126,551.7,910.3,468
468,Атырауская,2045,84.2419373913043,551.8,912.2,469
469,Атырауская,2045,84.28557956521735,551.9,914.1,470
460,ВКО,2045,81.05773333333332,579.0,888.0,461
461,ВКО,2045,81.09557942028984,579.1,890.4,462
462,ВКО,2045,81.13342550724636,579.2,892.8,463
463,ВКО,2045,81.17127159420286,579.3,895.2,464
464,ВКО,2045,81.20911768115938,579.4,897.6,465
465,ВКО,2045,81.2469637681159,579.5,900.0,466
466,ВКО,2045,81.28480985507242,579.6,902.4,467
467,ВКО,2045,81.32265594202894,579.7,904.8,468
468,ВКО,2045,81.36050202898545,579.8,907.2,469
469,ВКО,2045,81.39834811594197,579.9,909.6,470
460,Жамбылская,2045,80.48573333333331,607.0,891.0,461
461,Жамбылская,2045,80.51875115942028,607.1,893.8,462
462,Жамбылская,2045,80.55176898550724,607.2,896.6,463
463,Жамбылская,2045,80.5847868115942,607.3,899.4,464
464,Жамбылская,2045,80.61780463768116,607.4,902.2,465
465,Жамбылская,2045,80.65082246376812,607.5,905.0,466
466,Жамбылская,2045,80.68384028985508,607.6,907.8,467
467,Жамбылская,2045,80.71685811594205,607.7,910.6,468
468,Жамбылская,2045,80.749875942029,607.8,913.4,469
469,Жамбылская,2045,80.78289376811597,607.9,916.2,470
230,Жетісу,2045,74.38,635.0,883.0,231
231,Жетісу,2045,74.38,635.1,885.7,232
232,Жетісу,2045,74.38,635.2,888.4,233
233,Жетісу,2045,74.38,635.3,891.1,234
234,Жетісу,2045,74.38,635.4,893.8,235
235,Жетісу,2045,74.38,635.5,896.5,236
236,Жетісу,2045,74.38,635.6,899.2,237
237,Жетісу,2045,74.38,635.7,901.9,238
238,Жетісу,2045,74.38,635.8,904.6,239
239,Жетісу,2045,74.38,635.9,907.3,240
460,ЗКО,2045,81.94650000000013,663.0,889.0,461
461,ЗКО,2045,81.98470000000012,663.1,890.2,462
462,ЗКО,2045,82.02290000000012,663.2,891.4,463
463,ЗКО,2045,82.06110000000011,663.3,892.6,464
464,ЗКО,2045,82.09930000000011,663.4,893.8,465
465,ЗКО,2045,82.1375000000001,663.5,895.0,466
466,ЗКО,2045,82.17570000000009,663.6,896.2,467
467,ЗКО,2045,82.2139000000001,663.7,897.4,468
468,ЗКО,2045,82.25210000000008,663.8,898.6,469
469,ЗКО,2045,82.29030000000009,663.9,899.8,470
460,Карагандинская,2045,81.84739999999988,691.0,893.0,461
461,Карагандинская,2045,81.88953739130423,691.1,894.0,462
462,Карагандинская,2045,81.9316747826086,691.2,895.0,463
463,Карагандинская,2045,81.97381217391295,691.3,896.0,464
464,Карагандинская,2045,82.01594956521731,691.4,897.0,465
465,Карагандинская,2045,82.05808695652166,691.5,898.0,466
466,Карагандинская,2045,82.10022434782601,691.6,899.0,467
467,Карагандинская,2045,82.14236173913038,691.7,900.0,468
468,Карагандинская,2045,82.18449913043473,691.8,901.0,469
469,Карагандинская,2045,82.2266365217391,691.9,902.0,470
460,Костанайская,2045,80.88093333333336,719.0,894.0,461
461,Костанайская,2045,80.91781768115945,719.1,894.6,462
462,Костанайская,2045,80.95470202898552,719.2,895.2,463
463,Костанайская,2045,80.99158637681161,719.3,895.8,464
464,Костанайская,2045,81.02847072463769,719.4,896.4,465
465,Костанайская,2045,81.06535507246377,719.5,897.0,466
466,Костанайская,2045,81.10223942028986,719.6,897.6,467
467,Костанайская,2045,81.13912376811594,719.7,898.2,468
468,Костанайская,2045,81.17600811594203,719.8,898.8,469
469,Костанайская,2045,81.2128924637681,719.9,899.4,470
460,Кызылординская,2045,81.7845666666667,747.0,880.0,461
461,Кызылординская,2045,81.82177797101454,747.1,882.2,462
462,Кызылординская,2045,81.85898927536236,747.2,884.4,463
463,Кызылординская,2045,81.8962005797102,747.3,886.6,464
464,Кызылординская,2045,81.93341188405802,747.4,888.8,465
465,Кызылординская,2045,81.97062318840585,747.5,891.0,466
466,Кызылординская,2045,82.00783449275369,747.6,893.2,467
467,Кызылординская,2045,82.04504579710151,747.7,895.4,468
468,Кызылординская,2045,82.08225710144934,747.8,897.6,469
469,Кызылординская,2045,82.11946840579716,747.9,899.8,470
460,Мангистауская,2045,87.18863333333331,775.0,890.0,461
461,Мангистауская,2045,87.24072115942026,775.1,892.7,462
462,Мангистауская,2045,87.29280898550721,775.2,895.4,463
463,Мангистауская,2045,87.34489681159417,775.3,898.1,464
464,Мангистауская,2045,87.39698463768111,775.4,900.8,465
465,Мангистауская,2045,87.44907246376806,775.5,903.5,466
466,Мангистауская,2045,87.50116028985501,775.6,906.2,467
467,Мангистауская,2045,87.55324811594195,775.7,908.9,468
468,Мангистауская,2045,87.60533594202892,775.8,911.6,469
469,Мангистауская,2045,87.65742376811586,775.9,914.3,470
460,Павлодарская,2045,81.12053333333336,803.0,884.0,461
461,Павлодарская,2045,81.15747811594204,803.1,887.6,462
462,Павлодарская,2045,81.19442289855074,803.2,891.2,463
463,Павлодарская,2045,81.23136768115943,803.3,894.8,464
464,Павлодарская,2045,81.26831246376813,803.4,898.4,465
465,Павлодарская,2045,81.30525724637681,803.5,902.0,466
466,Павлодарская,2045,81.3422020289855,803.6,905.6,467
467,Павлодарская,2045,81.3791468115942,803.7,909.2,468
468,Павлодарская,2045,81.41609159420288,803.8,912.8,469
469,Павлодарская,2045,81.45303637681158,803.9,916.4,470
460,Республика Казахстан ,2045,82.67879999999991,831.0,885.0,461
461,Республика Казахстан ,2045,82.71829652173905,831.1,887.6,462
462,Республика Казахстан ,2045,82.75779304347819,831.2,890.2,463
463,Республика Казахстан ,2045,82.79728956521731,831.3,892.8,464
464,Республика Казахстан ,2045,82.83678608695645,831.4,895.4,465
465,Республика Казахстан ,2045,82.87628260869559,831.5,898.0,466
466,Республика Казахстан ,2045,82.91577913043473,831.6,900.6,467
467,Республика Казахстан ,2045,82.95527565217387,831.7,903.2,468
468,Республика Казахстан ,2045,82.99477217391299,831.8,905.8,469
469,Республика Казахстан ,2045,83.03426869565213,831.9,908.4,470
460,СКО,2045,78.99876666666671,859.0,899.0,461
461,СКО,2045,79.0321314492754,859.1,900.9,462
462,СКО,2045,79.0654962318841,859.2,902.8,463
463,СКО,2045,79.09886101449278,859.3,904.7,464
464,СКО,2045,79.13222579710148,859.4,906.6,465
465,СКО,2045,79.16559057971017,859.5,908.5,466
466,СКО,2045,79.19895536231886,859.6,910.4,467
467,СКО,2045,79.23232014492756,859.7,912.3,468
468,СКО,2045,79.26568492753624,859.8,914.2,469
469,СКО,2045,79.29904971014494,859.9,916.1,470
460,Туркестанская*,2045,80.19293333333337,887.0,879.0,461
461,Туркестанская*,2045,80.22303724637685,887.1,882.6,462
462,Туркестанская*,2045,80.25314115942032,887.2,886.2,463
463,Туркестанская*,2045,80.28324507246381,887.3,889.8,464
464,Туркестанская*,2045,80.31334898550729,887.4,893.4,465
465,Туркестанская*,2045,80.34345289855077,887.5,897.0,466
466,Туркестанская*,2045,80.37355681159424,887.6,900.6,467
467,Туркестанская*,2045,80.40366072463772,887.7,904.2,468
468,Туркестанская*,2045,80.43376463768121,887.8,907.8,469
469,Туркестанская*,2045,80.46386855072468,887.9,911.4,470
289,Шымкент,2045,66.22078095238089,971.9,903.2,281
288,Шымкент,2045,66.24803809523803,971.8,901.4,282
287,Шымкент,2045,66.27529523809517,971.7,899.6,283
286,Шымкент,2045,66.3025523809523,971.6,897.8,284
285,Шымкент,2045,66.32980952380944,971.5,896.0,285
284,Шымкент,2045,66.35706666666658,971.4,894.2,286
283,Шымкент,2045,66.38432380952372,971.3,892.4,287
282,Шымкент,2045,66.41158095238086,971.2,890.6,288
281,Шымкент,2045,66.438838095238,971.1,888.8,289
280,Шымкент,2045,66.46609523809514,971.0,887.0,290
230,Ұлытау,2045,71.44,999.0,895.0,231
231,Ұлытау,2045,71.44,999.1,896.4,232
232,Ұлытау,2045,71.44,999.2,897.8,233
233,Ұлытау,2045,71.44,999.3,899.2,234
234,Ұлытау,2045,71.44,999.4,900.6,235
235,Ұлытау,2045,71.44,999.5,902.0,236
236,Ұлытау,2045,71.44,999.6,903.4,237
237,Ұлытау,2045,71.44,999.7,904.8,238
238,Ұлытау,2045,71.44,999.8,906.2,239
239,Ұлытау,2045,71.44,999.9,907.6,240
240,Абай,2046,73.8,440.0,913.0,241
241,Абай,2046,73.8,440.1,914.1,242
242,Абай,2046,73.8,440.2,915.2,243
243,Абай,2046,73.8,440.3,916.3,244
244,Абай,2046,73.8,440.4,917.4,245
245,Абай,2046,73.8,440.5,918.5,246
246,Абай,2046,73.8,440.6,919.6,247
247,Абай,2046,73.8,440.7,920.7,248
248,Абай,2046,73.8,440.8,921.8,249
249,Абай,2046,73.8,440.9,922.9,250
470,Акмолинская,2046,82.03616376811601,468.0,906.0,471
471,Акмолинская,2046,82.07801681159427,468.1,909.5,472
472,Акмолинская,2046,82.11986985507254,468.2,913.0,473
473,Акмолинская,2046,82.16172289855079,468.3,916.5,474
474,Акмолинская,2046,82.20357594202906,468.4,920.0,475
475,Акмолинская,2046,82.24542898550732,468.5,923.5,476
476,Акмолинская,2046,82.28728202898557,468.6,927.0,477
477,Акмолинская,2046,82.32913507246384,468.7,930.5,478
478,Акмолинская,2046,82.3709881159421,468.8,934.0,479
479,Акмолинская,2046,82.41284115942037,468.9,937.5,480
470,Актюбинская,2046,86.35028260869558,496.0,907.0,471
471,Актюбинская,2046,86.39911086956515,496.1,909.3,472
472,Актюбинская,2046,86.44793913043472,496.2,911.6,473
473,Актюбинская,2046,86.4967673913043,496.3,913.9,474
474,Актюбинская,2046,86.54559565217387,496.4,916.2,475
475,Актюбинская,2046,86.59442391304344,496.5,918.5,476
476,Актюбинская,2046,86.64325217391301,496.6,920.8,477
477,Актюбинская,2046,86.69208043478258,496.7,923.1,478
478,Актюбинская,2046,86.74090869565217,496.8,925.4,479
479,Актюбинская,2046,86.78973695652174,496.9,927.7,480
470,Алматинская,2046,81.4769,524.0,914.0,471
471,Алматинская,2046,81.51043000000001,524.1,916.3,472
472,Алматинская,2046,81.54396000000001,524.2,918.6,473
473,Алматинская,2046,81.57749000000003,524.3,920.9,474
474,Алматинская,2046,81.61102000000002,524.4,923.2,475
475,Алматинская,2046,81.64455000000004,524.5,925.5,476
476,Алматинская,2046,81.67808000000005,524.6,927.8,477
477,Алматинская,2046,81.71161000000005,524.7,930.1,478
478,Алматинская,2046,81.74514000000006,524.8,932.4,479
479,Алматинская,2046,81.77867000000006,524.9,934.7,480
470,Алматы,2046,86.14083333333338,916.0,908.0,471
471,Алматы,2046,86.18133333333337,916.1,911.2,472
472,Алматы,2046,86.22183333333336,916.2,914.4,473
473,Алматы,2046,86.26233333333337,916.3,917.6,474
474,Алматы,2046,86.30283333333337,916.4,920.8,475
475,Алматы,2046,86.34333333333336,916.5,924.0,476
476,Алматы,2046,86.38383333333336,916.6,927.2,477
477,Алматы,2046,86.42433333333335,916.7,930.4,478
478,Алматы,2046,86.46483333333336,916.8,933.6,479
479,Алматы,2046,86.50533333333335,916.9,936.8,480
470,Астана,2046,84.69783913043477,944.0,904.0,471
471,Астана,2046,84.73108304347826,944.1,906.1,472
472,Астана,2046,84.76432695652174,944.2,908.2,473
473,Астана,2046,84.79757086956523,944.3,910.3,474
474,Астана,2046,84.83081478260871,944.4,912.4,475
475,Астана,2046,84.8640586956522,944.5,914.5,476
476,Астана,2046,84.8973026086957,944.6,916.6,477
477,Астана,2046,84.93054652173917,944.7,918.7,478
478,Астана,2046,84.96379043478267,944.8,920.8,479
479,Астана,2046,84.99703434782614,944.9,922.9,480
470,Атырауская,2046,84.32922173913039,552.0,916.0,471
471,Атырауская,2046,84.37286391304343,552.1,917.7,472
472,Атырауская,2046,84.41650608695647,552.2,919.4,473
473,Атырауская,2046,84.46014826086952,552.3,921.1,474
474,Атырауская,2046,84.50379043478256,552.4,922.8,475
475,Атырауская,2046,84.5474326086956,552.5,924.5,476
476,Атырауская,2046,84.59107478260864,552.6,926.2,477
477,Атырауская,2046,84.63471695652169,552.7,927.9,478
478,Атырауская,2046,84.67835913043473,552.8,929.6,479
479,Атырауская,2046,84.72200130434777,552.9,931.3,480
470,ВКО,2046,81.43619420289849,580.0,912.0,471
471,ВКО,2046,81.47404028985503,580.1,914.2,472
472,ВКО,2046,81.51188637681155,580.2,916.4,473
473,ВКО,2046,81.54973246376808,580.3,918.6,474
474,ВКО,2046,81.5875785507246,580.4,920.8,475
475,ВКО,2046,81.62542463768114,580.5,923.0,476
476,ВКО,2046,81.66327072463767,580.6,925.2,477
477,ВКО,2046,81.70111681159419,580.7,927.4,478
478,ВКО,2046,81.73896289855072,580.8,929.6,479
479,ВКО,2046,81.77680898550724,580.9,931.8,480
470,Жамбылская,2046,80.81591159420293,608.0,919.0,471
471,Жамбылская,2046,80.84892942028988,608.1,919.8,472
472,Жамбылская,2046,80.88194724637682,608.2,920.6,473
473,Жамбылская,2046,80.91496507246379,608.3,921.4,474
474,Жамбылская,2046,80.94798289855073,608.4,922.2,475
475,Жамбылская,2046,80.98100072463768,608.5,923.0,476
476,Жамбылская,2046,81.01401855072463,608.6,923.8,477
477,Жамбылская,2046,81.04703637681158,608.7,924.6,478
478,Жамбылская,2046,81.08005420289854,608.8,925.4,479
479,Жамбылская,2046,81.11307202898548,608.9,926.2,480
240,Жетісу,2046,74.38,636.0,910.0,241
241,Жетісу,2046,74.38,636.1,911.6,242
242,Жетісу,2046,74.38,636.2,913.2,243
243,Жетісу,2046,74.38,636.3,914.8,244
244,Жетісу,2046,74.38,636.4,916.4,245
245,Жетісу,2046,74.38,636.5,918.0,246
246,Жетісу,2046,74.38,636.6,919.6,247
247,Жетісу,2046,74.38,636.7,921.2,248
248,Жетісу,2046,74.38,636.8,922.8,249
249,Жетісу,2046,74.38,636.9,924.4,250
470,ЗКО,2046,82.32850000000008,664.0,901.0,471
471,ЗКО,2046,82.36670000000008,664.1,903.0,472
472,ЗКО,2046,82.40490000000008,664.2,905.0,473
473,ЗКО,2046,82.4431000000001,664.3,907.0,474
474,ЗКО,2046,82.4813000000001,664.4,909.0,475
475,ЗКО,2046,82.51950000000011,664.5,911.0,476
476,ЗКО,2046,82.55770000000011,664.6,913.0,477
477,ЗКО,2046,82.59590000000011,664.7,915.0,478
478,ЗКО,2046,82.63410000000013,664.8,917.0,479
479,ЗКО,2046,82.67230000000013,664.9,919.0,480
470,Карагандинская,2046,82.26877391304345,692.0,903.0,471
471,Карагандинская,2046,82.3109113043478,692.1,905.8,472
472,Карагандинская,2046,82.35304869565213,692.2,908.6,473
473,Карагандинская,2046,82.39518608695649,692.3,911.4,474
474,Карагандинская,2046,82.43732347826082,692.4,914.2,475
475,Карагандинская,2046,82.47946086956517,692.5,917.0,476
476,Карагандинская,2046,82.52159826086952,692.6,919.8,477
477,Карагандинская,2046,82.56373565217386,692.7,922.6,478
478,Карагандинская,2046,82.60587304347821,692.8,925.4,479
479,Карагандинская,2046,82.64801043478255,692.9,928.2,480
470,Костанайская,2046,81.24977681159419,720.0,900.0,471
471,Костанайская,2046,81.28666115942028,720.1,902.8,472
472,Костанайская,2046,81.32354550724638,720.2,905.6,473
473,Костанайская,2046,81.36042985507247,720.3,908.4,474
474,Костанайская,2046,81.39731420289857,720.4,911.2,475
475,Костанайская,2046,81.43419855072466,720.5,914.0,476
476,Костанайская,2046,81.47108289855075,720.6,916.8,477
477,Костанайская,2046,81.50796724637685,720.7,919.6,478
478,Костанайская,2046,81.54485159420294,720.8,922.4,479
479,Костанайская,2046,81.58173594202904,720.9,925.2,480
470,Кызылординская,2046,82.156679710145,748.0,902.0,471
471,Кызылординская,2046,82.19389101449282,748.1,905.7,472
472,Кызылординская,2046,82.23110231884064,748.2,909.4,473
473,Кызылординская,2046,82.26831362318845,748.3,913.1,474
474,Кызылординская,2046,82.30552492753627,748.4,916.8,475
475,Кызылординская,2046,82.34273623188409,748.5,920.5,476
476,Кызылординская,2046,82.37994753623191,748.6,924.2,477
477,Кызылординская,2046,82.41715884057973,748.7,927.9,478
478,Кызылординская,2046,82.45437014492754,748.8,931.6,479
479,Кызылординская,2046,82.49158144927536,748.9,935.3,480
470,Мангистауская,2046,87.70951159420281,776.0,917.0,471
471,Мангистауская,2046,87.76159942028978,776.1,917.6,472
472,Мангистауская,2046,87.81368724637676,776.2,918.2,473
473,Мангистауская,2046,87.86577507246372,776.3,918.8,474
474,Мангистауская,2046,87.9178628985507,776.4,919.4,475
475,Мангистауская,2046,87.96995072463767,776.5,920.0,476
476,Мангистауская,2046,88.02203855072464,776.6,920.6,477
477,Мангистауская,2046,88.07412637681162,776.7,921.2,478
478,Мангистауская,2046,88.12621420289858,776.8,921.8,479
479,Мангистауская,2046,88.17830202898556,776.9,922.4,480
470,Павлодарская,2046,81.48998115942027,804.0,920.0,471
471,Павлодарская,2046,81.52692594202897,804.1,920.2,472
472,Павлодарская,2046,81.56387072463767,804.2,920.4,473
473,Павлодарская,2046,81.60081550724638,804.3,920.6,474
474,Павлодарская,2046,81.63776028985508,804.4,920.8,475
475,Павлодарская,2046,81.67470507246378,804.5,921.0,476
476,Павлодарская,2046,81.71164985507248,804.6,921.2,477
477,Павлодарская,2046,81.74859463768118,804.7,921.4,478
478,Павлодарская,2046,81.7855394202899,804.8,921.6,479
479,Павлодарская,2046,81.8224842028986,804.9,921.8,480
470,Республика Казахстан ,2046,83.07376521739127,832.0,911.0,471
471,Республика Казахстан ,2046,83.1132617391304,832.1,913.4,472
472,Республика Казахстан ,2046,83.15275826086952,832.2,915.8,473
473,Республика Казахстан ,2046,83.19225478260864,832.3,918.2,474
474,Республика Казахстан ,2046,83.23175130434777,832.4,920.6,475
475,Республика Казахстан ,2046,83.27124782608689,832.5,923.0,476
476,Республика Казахстан ,2046,83.31074434782602,832.6,925.4,477
477,Республика Казахстан ,2046,83.35024086956514,832.7,927.8,478
478,Республика Казахстан ,2046,83.38973739130427,832.8,930.2,479
479,Республика Казахстан ,2046,83.42923391304339,832.9,932.6,480
470,СКО,2046,79.33241449275363,860.0,918.0,471
471,СКО,2046,79.36577927536233,860.1,919.1,472
472,СКО,2046,79.39914405797103,860.2,920.2,473
473,СКО,2046,79.43250884057974,860.3,921.3,474
474,СКО,2046,79.46587362318844,860.4,922.4,475
475,СКО,2046,79.49923840579714,860.5,923.5,476
476,СКО,2046,79.53260318840584,860.6,924.6,477
477,СКО,2046,79.56596797101454,860.7,925.7,478
478,СКО,2046,79.59933275362326,860.8,926.8,479
479,СКО,2046,79.63269753623196,860.9,927.9,480
470,Туркестанская*,2046,80.49397246376816,888.0,915.0,471
471,Туркестанская*,2046,80.52407637681164,888.1,917.1,472
472,Туркестанская*,2046,80.55418028985511,888.2,919.2,473
473,Туркестанская*,2046,80.5842842028986,888.3,921.3,474
474,Туркестанская*,2046,80.61438811594208,888.4,923.4,475
475,Туркестанская*,2046,80.64449202898555,888.5,925.5,476
476,Туркестанская*,2046,80.67459594202903,888.6,927.6,477
477,Туркестанская*,2046,80.7046998550725,888.7,929.7,478
478,Туркестанская*,2046,80.734803768116,888.8,931.8,479
479,Туркестанская*,2046,80.76490768115947,888.9,933.9,480
299,Шымкент,2046,65.94820952380941,972.9,934.7,291
298,Шымкент,2046,65.97546666666656,972.8,931.4,292
297,Шымкент,2046,66.0027238095237,972.7,928.1,293
296,Шымкент,2046,66.02998095238085,972.6,924.8,294
295,Шымкент,2046,66.057238095238,972.5,921.5,295
294,Шымкент,2046,66.08449523809516,972.4,918.2,296
293,Шымкент,2046,66.11175238095231,972.3,914.9,297
292,Шымкент,2046,66.13900952380945,972.2,911.6,298
291,Шымкент,2046,66.1662666666666,972.1,908.3,299
290,Шымкент,2046,66.19352380952375,972.0,905.0,300
240,Ұлытау,2046,71.44,1000.0,909.0,241
241,Ұлытау,2046,71.44,1000.1,911.3,242
242,Ұлытау,2046,71.44,1000.2,913.6,243
243,Ұлытау,2046,71.44,1000.3,915.9,244
244,Ұлытау,2046,71.44,1000.4,918.2,245
245,Ұлытау,2046,71.44,1000.5,920.5,246
246,Ұлытау,2046,71.44,1000.6,922.8,247
247,Ұлытау,2046,71.44,1000.7,925.1,248
248,Ұлытау,2046,71.44,1000.8,927.4,249
249,Ұлытау,2046,71.44,1000.9,929.7,250
250,Абай,2047,73.8,441.0,924.0,251
251,Абай,2047,73.8,441.1,927.5,252
252,Абай,2047,73.8,441.2,931.0,253
253,Абай,2047,73.8,441.3,934.5,254
254,Абай,2047,73.8,441.4,938.0,255
255,Абай,2047,73.8,441.5,941.5,256
256,Абай,2047,73.8,441.6,945.0,257
257,Абай,2047,73.8,441.7,948.5,258
258,Абай,2047,73.8,441.8,952.0,259
259,Абай,2047,73.8,441.9,955.5,260
480,Акмолинская,2047,82.45469420289862,469.0,941.0,481
481,Акмолинская,2047,82.49654724637688,469.1,941.8,482
482,Акмолинская,2047,82.53840028985515,469.2,942.6,483
483,Акмолинская,2047,82.5802533333334,469.3,943.4,484
484,Акмолинская,2047,82.62210637681167,469.4,944.2,485
485,Акмолинская,2047,82.66395942028993,469.5,945.0,486
486,Акмолинская,2047,82.70581246376818,469.6,945.8,487
487,Акмолинская,2047,82.74766550724645,469.7,946.6,488
488,Акмолинская,2047,82.78951855072471,469.8,947.4,489
489,Акмолинская,2047,82.83137159420298,469.9,948.2,490
480,Актюбинская,2047,86.8385652173913,497.0,930.0,481
481,Актюбинская,2047,86.88739347826086,497.1,932.7,482
482,Актюбинская,2047,86.93622173913043,497.2,935.4,483
483,Актюбинская,2047,86.98504999999999,497.3,938.1,484
484,Актюбинская,2047,87.03387826086956,497.4,940.8,485
485,Актюбинская,2047,87.08270652173911,497.5,943.5,486
486,Актюбинская,2047,87.13153478260867,497.6,946.2,487
487,Актюбинская,2047,87.18036304347824,497.7,948.9,488
488,Актюбинская,2047,87.2291913043478,497.8,951.6,489
489,Актюбинская,2047,87.27801956521736,497.9,954.3,490
480,Алматинская,2047,81.81220000000008,525.0,937.0,481
481,Алматинская,2047,81.84573000000007,525.1,938.8,482
482,Алматинская,2047,81.87926000000007,525.2,940.6,483
483,Алматинская,2047,81.91279000000006,525.3,942.4,484
484,Алматинская,2047,81.94632000000006,525.4,944.2,485
485,Алматинская,2047,81.97985000000006,525.5,946.0,486
486,Алматинская,2047,82.01338000000005,525.6,947.8,487
487,Алматинская,2047,82.04691000000005,525.7,949.6,488
488,Алматинская,2047,82.08044000000004,525.8,951.4,489
489,Алматинская,2047,82.11397000000004,525.9,953.2,490
480,Алматы,2047,86.54583333333335,917.0,940.0,481
481,Алматы,2047,86.58633333333334,917.1,941.4,482
482,Алматы,2047,86.62683333333334,917.2,942.8,483
483,Алматы,2047,86.66733333333335,917.3,944.2,484
484,Алматы,2047,86.70783333333334,917.4,945.6,485
485,Алматы,2047,86.74833333333333,917.5,947.0,486
486,Алматы,2047,86.78883333333333,917.6,948.4,487
487,Алматы,2047,86.82933333333332,917.7,949.8,488
488,Алматы,2047,86.86983333333333,917.8,951.2,489
489,Алматы,2047,86.91033333333333,917.9,952.6,490
480,Астана,2047,85.03027826086964,945.0,925.0,481
481,Астана,2047,85.06352217391311,945.1,928.6,482
482,Астана,2047,85.09676608695659,945.2,932.2,483
483,Астана,2047,85.13001000000006,945.3,935.8,484
484,Астана,2047,85.16325391304353,945.4,939.4,485
485,Астана,2047,85.19649782608701,945.5,943.0,486
486,Астана,2047,85.22974173913049,945.6,946.6,487
487,Астана,2047,85.26298565217397,945.7,950.2,488
488,Астана,2047,85.29622956521743,945.8,953.8,489
489,Астана,2047,85.32947347826091,945.9,957.4,490
480,Атырауская,2047,84.76564347826081,553.0,933.0,481
481,Атырауская,2047,84.80928565217386,553.1,934.9,482
482,Атырауская,2047,84.8529278260869,553.2,936.8,483
483,Атырауская,2047,84.89656999999994,553.3,938.7,484
484,Атырауская,2047,84.94021217391298,553.4,940.6,485
485,Атырауская,2047,84.98385434782602,553.5,942.5,486
486,Атырауская,2047,85.02749652173907,553.6,944.4,487
487,Атырауская,2047,85.07113869565211,553.7,946.3,488
488,Атырауская,2047,85.11478086956515,553.8,948.2,489
489,Атырауская,2047,85.1584230434782,553.9,950.1,490
480,ВКО,2047,81.81465507246378,581.0,934.0,481
481,ВКО,2047,81.8525011594203,581.1,935.3,482
482,ВКО,2047,81.89034724637682,581.2,936.6,483
483,ВКО,2047,81.92819333333333,581.3,937.9,484
484,ВКО,2047,81.96603942028985,581.4,939.2,485
485,ВКО,2047,82.00388550724637,581.5,940.5,486
486,ВКО,2047,82.04173159420289,581.6,941.8,487
487,ВКО,2047,82.0795776811594,581.7,943.1,488
488,ВКО,2047,82.11742376811591,581.8,944.4,489
489,ВКО,2047,82.15526985507243,581.9,945.7,490
480,Жамбылская,2047,81.14608985507243,609.0,927.0,481
481,Жамбылская,2047,81.1791076811594,609.1,930.5,482
482,Жамбылская,2047,81.21212550724636,609.2,934.0,483
483,Жамбылская,2047,81.24514333333332,609.3,937.5,484
484,Жамбылская,2047,81.27816115942028,609.4,941.0,485
485,Жамбылская,2047,81.31117898550724,609.5,944.5,486
486,Жамбылская,2047,81.3441968115942,609.6,948.0,487
487,Жамбылская,2047,81.37721463768116,609.7,951.5,488
488,Жамбылская,2047,81.41023246376812,609.8,955.0,489
489,Жамбылская,2047,81.44325028985509,609.9,958.5,490
250,Жетісу,2047,74.38,637.0,926.0,251
251,Жетісу,2047,74.38,637.1,928.5,252
252,Жетісу,2047,74.38,637.2,931.0,253
253,Жетісу,2047,74.38,637.3,933.5,254
254,Жетісу,2047,74.38,637.4,936.0,255
255,Жетісу,2047,74.38,637.5,938.5,256
256,Жетісу,2047,74.38,637.6,941.0,257
257,Жетісу,2047,74.38,637.7,943.5,258
258,Жетісу,2047,74.38,637.8,946.0,259
259,Жетісу,2047,74.38,637.9,948.5,260
480,ЗКО,2047,82.71050000000014,665.0,921.0,481
481,ЗКО,2047,82.74870000000013,665.1,923.4,482
482,ЗКО,2047,82.78690000000013,665.2,925.8,483
483,ЗКО,2047,82.82510000000012,665.3,928.2,484
484,ЗКО,2047,82.86330000000012,665.4,930.6,485
485,ЗКО,2047,82.90150000000011,665.5,933.0,486
486,ЗКО,2047,82.9397000000001,665.6,935.4,487
487,ЗКО,2047,82.9779000000001,665.7,937.8,488
488,ЗКО,2047,83.0161000000001,665.8,940.2,489
489,ЗКО,2047,83.0543000000001,665.9,942.6,490
480,Карагандинская,2047,82.6901478260869,693.0,931.0,481
481,Карагандинская,2047,82.73228521739125,693.1,933.7,482
482,Карагандинская,2047,82.77442260869559,693.2,936.4,483
483,Карагандинская,2047,82.81655999999994,693.3,939.1,484
484,Карагандинская,2047,82.85869739130428,693.4,941.8,485
485,Карагандинская,2047,82.90083478260863,693.5,944.5,486
486,Карагандинская,2047,82.94297217391298,693.6,947.2,487
487,Карагандинская,2047,82.98510956521731,693.7,949.9,488
488,Карагандинская,2047,83.02724695652167,693.8,952.6,489
489,Карагандинская,2047,83.069384347826,693.9,955.3,490
480,Костанайская,2047,81.61862028985513,721.0,928.0,481
481,Костанайская,2047,81.65550463768122,721.1,930.2,482
482,Костанайская,2047,81.69238898550729,721.2,932.4,483
483,Костанайская,2047,81.72927333333338,721.3,934.6,484
484,Костанайская,2047,81.76615768115946,721.4,936.8,485
