,Регион,Год,Число больничных органзаций,Unnamed: 0,index,ranks
36,город Астана,2006,22,,76.2,37
37,город Астана,2006,22,,77.9,38
38,город Астана,2006,22,,79.6,39
39,город Астана,2006,22,,81.3,40
49,Акмолинская,2007,49,,84.3,41
48,Акмолинская,2007,50,,82.6,42
47,Акмолинская,2007,51,,80.9,43
46,Акмолинская,2007,52,,79.2,44
45,Акмолинская,2007,53,,77.5,45
44,Акмолинская,2007,54,,75.8,46
43,Акмолинская,2007,55,,74.1,47
42,Акмолинская,2007,56,,72.4,48
41,Акмолинская,2007,57,,70.7,49
40,Акмолинская,2007,59,,69.0,50
40,Актюбинская,2007,58,,70.0,41
41,Актюбинская,2007,58,,71.7,42
42,Актюбинская,2007,58,,73.4,43
43,Актюбинская,2007,58,,75.1,44
44,Актюбинская,2007,58,,76.8,45
45,Актюбинская,2007,59,,78.5,46
46,Актюбинская,2007,59,,80.2,47
47,Актюбинская,2007,59,,81.9,48
48,Актюбинская,2007,59,,83.6,49
49,Актюбинская,2007,59,,85.3,50
40,Алматинская,2007,85,,71.0,41
41,Алматинская,2007,85,,72.7,42
42,Алматинская,2007,85,,74.4,43
43,Алматинская,2007,86,,76.1,44
44,Алматинская,2007,86,,77.8,45
45,Алматинская,2007,87,,79.5,46
46,Алматинская,2007,87,,81.2,47
47,Алматинская,2007,87,,82.9,48
48,Алматинская,2007,88,,84.6,49
49,Алматинская,2007,88,,86.3,50
40,Атырауская,2007,40,,72.0,41
41,Атырауская,2007,40,,73.7,42
42,Атырауская,2007,40,,75.4,43
43,Атырауская,2007,40,,77.1,44
44,Атырауская,2007,40,,78.8,45
45,Атырауская,2007,40,,80.5,46
46,Атырауская,2007,40,,82.2,47
47,Атырауская,2007,40,,83.9,48
48,Атырауская,2007,40,,85.6,49
49,Атырауская,2007,40,,87.3,50
40,ВКО,2007,116,,82.0,41
41,ВКО,2007,116,,83.7,42
42,ВКО,2007,116,,85.4,43
43,ВКО,2007,116,,87.1,44
44,ВКО,2007,116,,88.8,45
45,ВКО,2007,116,,90.5,46
46,ВКО,2007,116,,92.2,47
47,ВКО,2007,116,,93.9,48
48,ВКО,2007,116,,95.6,49
49,ВКО,2007,116,,97.3,50
49,Жамбылская,2007,59,,89.3,41
48,Жамбылская,2007,59,,87.6,42
47,Жамбылская,2007,59,,85.9,43
46,Жамбылская,2007,59,,84.2,44
45,Жамбылская,2007,60,,82.5,45
44,Жамбылская,2007,60,,80.8,46
43,Жамбылская,2007,60,,79.1,47
42,Жамбылская,2007,60,,77.4,48
41,Жамбылская,2007,60,,75.7,49
40,Жамбылская,2007,61,,74.0,50
49,ЗКО,2007,50,,88.3,41
48,ЗКО,2007,50,,86.6,42
47,ЗКО,2007,50,,84.9,43
46,ЗКО,2007,50,,83.2,44
45,ЗКО,2007,50,,81.5,45
44,ЗКО,2007,50,,79.8,46
43,ЗКО,2007,50,,78.1,47
42,ЗКО,2007,50,,76.4,48
41,ЗКО,2007,50,,74.7,49
40,ЗКО,2007,51,,73.0,50
40,Карагандинская,2007,104,,75.0,41
41,Карагандинская,2007,104,,76.7,42
42,Карагандинская,2007,104,,78.4,43
43,Карагандинская,2007,104,,80.1,44
44,Карагандинская,2007,104,,81.8,45
45,Карагандинская,2007,104,,83.5,46
46,Карагандинская,2007,104,,85.2,47
47,Карагандинская,2007,104,,86.9,48
48,Карагандинская,2007,104,,88.6,49
49,Карагандинская,2007,104,,90.3,50
49,Костанайская,2007,57,,91.3,41
48,Костанайская,2007,58,,89.6,42
47,Костанайская,2007,59,,87.9,43
46,Костанайская,2007,59,,86.2,44
45,Костанайская,2007,60,,84.5,45
44,Костанайская,2007,61,,82.8,46
43,Костанайская,2007,61,,81.1,47
42,Костанайская,2007,62,,79.4,48
41,Костанайская,2007,63,,77.7,49
40,Костанайская,2007,64,,76.0,50
49,Кызылординская,2007,69,,92.3,41
48,Кызылординская,2007,69,,90.6,42
47,Кызылординская,2007,69,,88.9,43
46,Кызылординская,2007,69,,87.2,44
45,Кызылординская,2007,69,,85.5,45
44,Кызылординская,2007,69,,83.8,46
43,Кызылординская,2007,69,,82.1,47
42,Кызылординская,2007,69,,80.4,48
41,Кызылординская,2007,69,,78.7,49
40,Кызылординская,2007,70,,77.0,50
40,Мангистауская,2007,30,,78.0,41
41,Мангистауская,2007,30,,79.7,42
42,Мангистауская,2007,30,,81.4,43
43,Мангистауская,2007,30,,83.1,44
44,Мангистауская,2007,30,,84.8,45
45,Мангистауская,2007,30,,86.5,46
46,Мангистауская,2007,30,,88.2,47
47,Мангистауская,2007,30,,89.9,48
48,Мангистауская,2007,30,,91.6,49
49,Мангистауская,2007,30,,93.3,50
40,Павлодарская,2007,61,,79.0,41
41,Павлодарская,2007,61,,80.7,42
42,Павлодарская,2007,61,,82.4,43
43,Павлодарская,2007,61,,84.1,44
44,Павлодарская,2007,61,,85.8,45
45,Павлодарская,2007,62,,87.5,46
46,Павлодарская,2007,62,,89.2,47
47,Павлодарская,2007,62,,90.9,48
48,Павлодарская,2007,62,,92.6,49
49,Павлодарская,2007,62,,94.3,50
49,Республика Казахстан,2007,1042,,83.3,41
48,Республика Казахстан,2007,1043,,81.6,42
47,Республика Казахстан,2007,1045,,79.9,43
46,Республика Казахстан,2007,1046,,78.2,44
45,Республика Казахстан,2007,1048,,76.5,45
44,Республика Казахстан,2007,1049,,74.8,46
43,Республика Казахстан,2007,1050,,73.1,47
42,Республика Казахстан,2007,1052,,71.4,48
41,Республика Казахстан,2007,1053,,69.7,49
40,Республика Казахстан,2007,1055,,68.0,50
49,СКО,2007,37,,95.3,41
48,СКО,2007,38,,93.6,42
47,СКО,2007,39,,91.9,43
46,СКО,2007,41,,90.2,44
45,СКО,2007,42,,88.5,45
44,СКО,2007,43,,86.8,46
43,СКО,2007,45,,85.1,47
42,СКО,2007,46,,83.4,48
41,СКО,2007,47,,81.7,49
40,СКО,2007,49,,80.0,50
49,Туркестанская**,2007,130,,96.3,41
48,Туркестанская**,2007,130,,94.6,42
47,Туркестанская**,2007,130,,92.9,43
46,Туркестанская**,2007,131,,91.2,44
45,Туркестанская**,2007,131,,89.5,45
44,Туркестанская**,2007,131,,87.8,46
43,Туркестанская**,2007,132,,86.1,47
42,Туркестанская**,2007,132,,84.4,48
41,Туркестанская**,2007,132,,82.7,49
40,Туркестанская**,2007,133,,81.0,50
40,город Алматы,2007,51,,84.0,41
41,город Алматы,2007,52,,85.7,42
42,город Алматы,2007,53,,87.4,43
43,город Алматы,2007,54,,89.1,44
44,город Алматы,2007,56,,90.8,45
45,город Алматы,2007,57,,92.5,46
46,город Алматы,2007,58,,94.2,47
47,город Алматы,2007,60,,95.9,48
48,город Алматы,2007,61,,97.6,49
49,город Алматы,2007,62,,99.3,50
40,город Астана,2007,23,,83.0,41
41,город Астана,2007,23,,84.7,42
42,город Астана,2007,23,,86.4,43
43,город Астана,2007,23,,88.1,44
44,город Астана,2007,23,,89.8,45
45,город Астана,2007,23,,91.5,46
46,город Астана,2007,23,,93.2,47
47,город Астана,2007,23,,94.9,48
48,город Астана,2007,23,,96.6,49
49,город Астана,2007,23,,98.3,50
50,Акмолинская,2008,48,,86.0,51
51,Акмолинская,2008,48,,87.7,52
52,Акмолинская,2008,48,,89.4,53
53,Акмолинская,2008,48,,91.1,54
54,Акмолинская,2008,49,,92.8,55
55,Акмолинская,2008,49,,94.5,56
56,Акмолинская,2008,49,,96.2,57
57,Акмолинская,2008,50,,97.9,58
58,Акмолинская,2008,50,,99.6,59
59,Акмолинская,2008,50,,101.3,60
59,Актюбинская,2008,57,,102.3,51
58,Актюбинская,2008,57,,100.6,52
57,Актюбинская,2008,57,,98.9,53
56,Актюбинская,2008,58,,97.2,54
55,Актюбинская,2008,58,,95.5,55
54,Актюбинская,2008,58,,93.8,56
53,Актюбинская,2008,59,,92.1,57
52,Актюбинская,2008,59,,90.4,58
51,Актюбинская,2008,59,,88.7,59
50,Актюбинская,2008,60,,87.0,60
59,Алматинская,2008,88,,103.3,51
58,Алматинская,2008,88,,101.6,52
57,Алматинская,2008,88,,99.9,53
56,Алматинская,2008,88,,98.2,54
55,Алматинская,2008,88,,96.5,55
54,Алматинская,2008,88,,94.8,56
53,Алматинская,2008,88,,93.1,57
52,Алматинская,2008,88,,91.4,58
51,Алматинская,2008,88,,89.7,59
50,Алматинская,2008,89,,88.0,60
50,Атырауская,2008,40,,89.0,51
51,Атырауская,2008,40,,90.7,52
52,Атырауская,2008,40,,92.4,53
53,Атырауская,2008,40,,94.1,54
54,Атырауская,2008,40,,95.8,55
55,Атырауская,2008,40,,97.5,56
56,Атырауская,2008,40,,99.2,57
57,Атырауская,2008,40,,100.9,58
58,Атырауская,2008,40,,102.6,59
59,Атырауская,2008,40,,104.3,60
59,ВКО,2008,103,,114.3,51
58,ВКО,2008,105,,112.6,52
57,ВКО,2008,106,,110.9,53
56,ВКО,2008,108,,109.2,54
55,ВКО,2008,109,,107.5,55
54,ВКО,2008,111,,105.8,56
53,ВКО,2008,112,,104.1,57
52,ВКО,2008,114,,102.4,58
51,ВКО,2008,115,,100.7,59
50,ВКО,2008,117,,99.0,60
50,Жамбылская,2008,59,,91.0,51
51,Жамбылская,2008,59,,92.7,52
52,Жамбылская,2008,59,,94.4,53
53,Жамбылская,2008,59,,96.1,54
54,Жамбылская,2008,60,,97.8,55
55,Жамбылская,2008,60,,99.5,56
56,Жамбылская,2008,60,,101.2,57
57,Жамбылская,2008,61,,102.9,58
58,Жамбылская,2008,61,,104.6,59
59,Жамбылская,2008,61,,106.3,60
59,ЗКО,2008,45,,105.3,51
58,ЗКО,2008,46,,103.6,52
57,ЗКО,2008,46,,101.9,53
56,ЗКО,2008,47,,100.2,54
55,ЗКО,2008,47,,98.5,55
54,ЗКО,2008,48,,96.8,56
53,ЗКО,2008,48,,95.1,57
52,ЗКО,2008,49,,93.4,58
51,ЗКО,2008,49,,91.7,59
50,ЗКО,2008,50,,90.0,60
59,Карагандинская,2008,100,,107.3,51
58,Карагандинская,2008,101,,105.6,52
57,Карагандинская,2008,101,,103.9,53
56,Карагандинская,2008,102,,102.2,54
55,Карагандинская,2008,102,,100.5,55
54,Карагандинская,2008,103,,98.8,56
53,Карагандинская,2008,103,,97.1,57
52,Карагандинская,2008,104,,95.4,58
51,Карагандинская,2008,104,,93.7,59
50,Карагандинская,2008,105,,92.0,60
50,Костанайская,2008,57,,93.0,51
51,Костанайская,2008,57,,94.7,52
52,Костанайская,2008,57,,96.4,53
53,Костанайская,2008,57,,98.1,54
54,Костанайская,2008,57,,99.8,55
55,Костанайская,2008,57,,101.5,56
56,Костанайская,2008,57,,103.2,57
57,Костанайская,2008,57,,104.9,58
58,Костанайская,2008,57,,106.6,59
59,Костанайская,2008,57,,108.3,60
59,Кызылординская,2008,68,,109.3,51
58,Кызылординская,2008,68,,107.6,52
57,Кызылординская,2008,68,,105.9,53
56,Кызылординская,2008,68,,104.2,54
55,Кызылординская,2008,68,,102.5,55
54,Кызылординская,2008,68,,100.8,56
53,Кызылординская,2008,68,,99.1,57
52,Кызылординская,2008,68,,97.4,58
51,Кызылординская,2008,68,,95.7,59
50,Кызылординская,2008,69,,94.0,60
50,Мангистауская,2008,30,,95.0,51
51,Мангистауская,2008,30,,96.7,52
52,Мангистауская,2008,30,,98.4,53
53,Мангистауская,2008,30,,100.1,54
54,Мангистауская,2008,30,,101.8,55
55,Мангистауская,2008,30,,103.5,56
56,Мангистауская,2008,30,,105.2,57
57,Мангистауская,2008,30,,106.9,58
58,Мангистауская,2008,30,,108.6,59
59,Мангистауская,2008,30,,110.3,60
59,Павлодарская,2008,60,,111.3,51
58,Павлодарская,2008,60,,109.6,52
57,Павлодарская,2008,60,,107.9,53
56,Павлодарская,2008,61,,106.2,54
55,Павлодарская,2008,61,,104.5,55
54,Павлодарская,2008,61,,102.8,56
53,Павлодарская,2008,62,,101.1,57
52,Павлодарская,2008,62,,99.4,58
51,Павлодарская,2008,62,,97.7,59
50,Павлодарская,2008,63,,96.0,60
59,Республика Казахстан,2008,1022,,100.3,51
58,Республика Казахстан,2008,1024,,98.6,52
57,Республика Казахстан,2008,1026,,96.9,53
56,Республика Казахстан,2008,1028,,95.2,54
55,Республика Казахстан,2008,1030,,93.5,55
54,Республика Казахстан,2008,1032,,91.8,56
53,Республика Казахстан,2008,1034,,90.1,57
52,Республика Казахстан,2008,1036,,88.4,58
51,Республика Казахстан,2008,1038,,86.7,59
50,Республика Казахстан,2008,1041,,85.0,60
50,СКО,2008,36,,97.0,51
51,СКО,2008,36,,98.7,52
52,СКО,2008,36,,100.4,53
53,СКО,2008,36,,102.1,54
54,СКО,2008,36,,103.8,55
55,СКО,2008,36,,105.5,56
56,СКО,2008,36,,107.2,57
57,СКО,2008,36,,108.9,58
58,СКО,2008,36,,110.6,59
59,СКО,2008,36,,112.3,60
50,Туркестанская**,2008,130,,98.0,51
51,Туркестанская**,2008,130,,99.7,52
52,Туркестанская**,2008,131,,101.4,53
53,Туркестанская**,2008,131,,103.1,54
54,Туркестанская**,2008,132,,104.8,55
55,Туркестанская**,2008,132,,106.5,56
56,Туркестанская**,2008,133,,108.2,57
57,Туркестанская**,2008,133,,109.9,58
58,Туркестанская**,2008,134,,111.6,59
59,Туркестанская**,2008,134,,113.3,60
59,город Алматы,2008,63,,116.3,51
58,город Алматы,2008,63,,114.6,52
57,город Алматы,2008,63,,112.9,53
56,город Алматы,2008,63,,111.2,54
55,город Алматы,2008,63,,109.5,55
54,город Алматы,2008,63,,107.8,56
53,город Алматы,2008,63,,106.1,57
52,город Алматы,2008,63,,104.4,58
51,город Алматы,2008,63,,102.7,59
50,город Алматы,2008,64,,101.0,60
50,город Астана,2008,24,,100.0,51
51,город Астана,2008,24,,101.7,52
52,город Астана,2008,24,,103.4,53
53,город Астана,2008,24,,105.1,54
54,город Астана,2008,24,,106.8,55
55,город Астана,2008,25,,108.5,56
56,город Астана,2008,25,,110.2,57
57,город Астана,2008,25,,111.9,58
58,город Астана,2008,25,,113.6,59
59,город Астана,2008,25,,115.3,60
69,Акмолинская,2009,50,,118.3,61
68,Акмолинская,2009,50,,116.6,62
67,Акмолинская,2009,50,,114.9,63
66,Акмолинская,2009,50,,113.2,64
65,Акмолинская,2009,50,,111.5,65
64,Акмолинская,2009,50,,109.8,66
63,Акмолинская,2009,50,,108.1,67
62,Акмолинская,2009,50,,106.4,68
61,Акмолинская,2009,50,,104.7,69
60,Акмолинская,2009,51,,103.0,70
69,Актюбинская,2009,54,,119.3,61
68,Актюбинская,2009,54,,117.6,62
67,Актюбинская,2009,54,,115.9,63
66,Актюбинская,2009,55,,114.2,64
65,Актюбинская,2009,55,,112.5,65
64,Актюбинская,2009,55,,110.8,66
63,Актюбинская,2009,56,,109.1,67
62,Актюбинская,2009,56,,107.4,68
61,Актюбинская,2009,56,,105.7,69
60,Актюбинская,2009,57,,104.0,70
60,Алматинская,2009,88,,105.0,61
61,Алматинская,2009,88,,106.7,62
62,Алматинская,2009,88,,108.4,63
63,Алматинская,2009,88,,110.1,64
64,Алматинская,2009,88,,111.8,65
65,Алматинская,2009,89,,113.5,66
66,Алматинская,2009,89,,115.2,67
67,Алматинская,2009,89,,116.9,68
